0.013418662,0.01335236,0.011834316,0.01297444,0.003374869,0.011097294,down
0.015014453,0.014486041,0.013769418,0.013404725,0.001861674,0.012363669,down
0.015802301,0.015145565,0.015460186,0.014981751,0.001176412,0.012986422,down
0.016256254,0.015535783,0.016258236,0.015782617,7.94E-04,0.01334344,down
0.016433507,0.015829571,0.016672334,0.016222682,9.80E-04,0.013479781,down
0.015849191,0.015809585,0.016284151,0.016393561,0.001336077,0.013010734,up
0.015892473,0.015521294,0.016220687,0.015803205,0.001243385,0.013041192,down
0.017053892,0.016311223,0.016331219,0.015891218,8.71E-04,0.013960354,down
0.017264638,0.016591021,0.017549714,0.017041047,5.11E-04,0.014123495,down
0.017670155,0.017006721,0.017689333,0.017293763,7.80E-04,0.01444151,down
0.018274567,0.017435412,0.018189636,0.017661255,0.001004972,0.014915721,down
0.018923292,0.018064457,0.018806287,0.018259846,0.001164939,0.015425799,down
0.017188893,0.018336761,0.017487838,0.018907847,0.001772028,0.014044629,up
0.017034827,0.01660601,0.017537022,0.017176412,8.92E-04,0.01391714,up
0.01749754,0.016881312,0.017328122,0.017005019,9.95E-04,0.01427926,down
0.016806562,0.01742442,0.017153598,0.017523832,0.001426534,0.013725938,up
0.018323002,0.017650756,0.016870657,0.016798111,0.001470837,0.014922421,down
0.020011027,0.019101209,0.018381612,0.018323668,0.001326676,0.01625377,down
0.02047477,0.019666301,0.020461093,0.020016501,7.63E-04,0.016614599,down
0.020938513,0.020039531,0.021133274,0.02046583,5.85E-04,0.016975521,down
0.021087941,0.020188424,0.021603432,0.020945011,5.24E-04,0.017088164,down
0.021158018,0.02024988,0.021714492,0.021074715,4.30E-04,0.017137494,down
0.021089487,0.020363298,0.021660549,0.021131846,5.34E-04,0.017076823,up
0.02118172,0.020238888,0.021550017,0.021067509,5.28E-04,0.017144102,down
0.021183781,0.020374789,0.021634634,0.021170448,5.87E-04,0.017139215,up
0.02097046,0.020630605,0.021662664,0.021150375,8.36E-04,0.016965163,up
0.020939543,0.020126469,0.021273423,0.02093935,7.80E-04,0.016935288,up
0.021296625,0.02074852,0.021326838,0.02090538,0.001148591,0.017212088,down
0.021467695,0.020660583,0.022040271,0.021300666,2.57E-04,0.017341329,down
0.021375462,0.020687064,0.022078349,0.021431913,3.25E-04,0.01726194,up
0.021701628,0.02078899,0.022004837,0.021355224,5.22E-04,0.01751366,down
0.021083819,0.020953372,0.021765792,0.021680511,9.74E-04,0.017020578,up
0.021042082,0.020342812,0.021719252,0.021059274,4.40E-04,0.016981452,up
0.020918933,0.020406766,0.021513525,0.021051039,8.59E-04,0.016878797,up
0.021089487,0.020522683,0.021491842,0.020919791,7.37E-04,0.017008346,down
0.02238333,0.021500477,0.021645212,0.021068024,0.001752429,0.018021095,down
0.022676519,0.021721817,0.023064145,0.022431452,2.75E-04,0.018244815,down
0.022668274,0.021840731,0.023179437,0.022651226,6.19E-04,0.018231476,up
0.022794515,0.02206407,0.023341268,0.022614683,7.13E-04,0.018324419,down
0.022862016,0.022291406,0.023554928,0.022786591,8.30E-04,0.018370583,down
0.02236478,0.021890695,0.023111742,0.022808209,8.55E-04,0.017972964,up
0.022657454,0.021667356,0.02293669,0.02234138,6.50E-04,0.018197699,down
0.022145791,0.021900688,0.022837264,0.022639389,6.96E-04,0.017789568,up
0.022923848,0.021971137,0.022560141,0.02211337,9.36E-04,0.018395171,down
0.023139746,0.022329878,0.023044577,0.022935338,0.001413961,0.018558436,down
0.022772359,0.022850502,0.023530071,0.023100041,0.001954287,0.018263226,up
0.021464604,0.022169993,0.021259143,0.022829311,0.001831936,0.017229976,up
0.020249082,0.020542668,0.020626097,0.02145353,0.001491925,0.016268861,up
0.021796437,0.021225175,0.020007859,0.02022907,0.002010483,0.017475795,down
0.023220129,0.022265424,0.022111667,0.021790656,9.00E-04,0.018586282,down
0.022122088,0.022329878,0.022329029,0.023227171,8.38E-04,0.017718724,up
0.022807912,0.022164997,0.022339077,0.022058812,9.54E-04,0.018250133,down
0.024613419,0.023566985,0.022910247,0.022519979,0.00138208,0.01965792,down
0.025860372,0.024905518,0.0247052,0.024614274,9.61E-04,0.020628531,down
0.026176233,0.025101377,0.026499624,0.025797044,4.66E-04,0.020868511,down
0.026937286,0.025828852,0.026893625,0.026143434,4.99E-04,0.021456226,down
0.026828565,0.025976245,0.027628213,0.026899522,1.97E-04,0.021363129,up
0.026998604,0.025876817,0.027611818,0.026812538,2.12E-04,0.02148776,down
0.026813622,0.026159113,0.027673166,0.026977755,3.45E-04,0.021335744,up
0.026595662,0.025808366,0.027422486,0.026786803,3.47E-04,0.021158096,up
0.026662648,0.025627997,0.027372244,0.026569602,4.88E-04,0.02120343,down
0.02682032,0.025746911,0.027425131,0.026610263,3.33E-04,0.021320469,down
0.026677075,0.025850836,0.027406092,0.026782171,2.94E-04,0.021202846,up
0.026814137,0.025710937,0.02729556,0.02667357,2.96E-04,0.02130295,down
0.027123814,0.025998729,0.027533547,0.026810479,2.31E-04,0.021537151,down
0.026675529,0.02614912,0.027400274,0.027098194,6.44E-04,0.021180256,up
0.025705276,0.025565542,0.026389092,0.026651439,8.23E-04,0.020416091,up
0.0266003,0.025509582,0.026409718,0.025676091,5.05E-04,0.021106891,down
0.026642037,0.025672464,0.027298204,0.02657372,3.53E-04,0.021132739,down
0.027084654,0.025981741,0.026953387,0.02662313,6.90E-04,0.021470825,down
0.02716349,0.026200084,0.027918558,0.027043122,2.06E-04,0.021525502,down
0.027465954,0.02635747,0.027946587,0.027144002,3.31E-04,0.021755031,down
0.027464408,0.02660629,0.028119525,0.027415761,3.95E-04,0.021746272,down
0.028391379,0.027273808,0.028031734,0.027448702,7.58E-04,0.022461261,down
0.028474852,0.027473664,0.029233305,0.028358683,3.44E-04,0.022519565,down
0.028534108,0.027467169,0.029374511,0.028468828,2.83E-04,0.022558906,down
